PMID	PMCID	TITLE	DOI
32268928		Coronavirus Epidemic and Geriatric Mental Healthcare in China: How a Coordinated Response by Professional Organizations Helped Older Adults During an Unprecedented Crisis.	
32079750		Coronavirus epidemic snarls science worldwide.	
32035509		Coronavirus epidemic: preparing for extracorporeal organ support in intensive care.	
32203350		Coronavirus fears cancel world's biggest physics meeting.	
32176300		Coronavirus fulminant myocarditis saved with glucocorticoid and human immunoglobulin.	
32292669	PMC7152572	Coronavirus Goes Viral: Quantifying the COVID-19 Misinformation Epidemic on Twitter.	
32269354		Coronavirus in cats, climate cancellation and missing African trials.	
32027848		Coronavirus in China.	
32180292		Coronavirus in pregnancy and delivery: rapid review.	
31981224		Coronavirus infections and immune responses.	
32294179		Coronavirus infections and type 2 diabetes-shared pathways with therapeutic implications.	
31971553		Coronavirus Infections-More Than Just the Common Cold.	
32292881	PMC7146059	Coronavirus infections: Epidemiological, clinical and immunological features and hypotheses.	
32303725		Coronavirus jolts labs to warp speed.	
32152592		Coronavirus latest: The outbreak in Italy went undetected for weeks.	
32203371		Coronavirus lockdown: What I learnt when I shut my cancer lab in 48 hours.	
32235922		Coronavirus lockdowns have changed the way Earth moves.	
32272173		Coronavirus membrane fusion mechanism offers as a potential target for antiviral development.	
32076224		Coronavirus name, animal-research data and a Solar System snowman.	
32132700		Coronavirus nixes conference, twilight zone beckons and a faded star brightens.	
32054798		Coronavirus not to blame for recent supply problems.	
32246136		Coronavirus occurrence and transmission over 8 years in the HIVE cohort of households in Michigan.	
32296258	PMC7158772	Coronavirus outbreak is a symptom of Gaia's sickness.	
32304643	PMC7128279	Coronavirus Outbreak: Is Radiology Ready? Mass Casualty Incident Planning.	
32119831		Coronavirus outbreak: the role of companies in preparedness and responses.	
32020111		Coronavirus outbreak: what's next?	
32218651	PMC7095077	Coronavirus outbreaks: prevention and management recommendations.	
32233064		Coronavirus pandemic and Colorectal surgery: practical advice based on the Italian experience.	
32292219	PMC7147856	Coronavirus pandemic and tourism: Dynamic stochastic general equilibrium modeling of infectious disease outbreak.	
32185371	PMC7075675	Coronavirus Pandemic and Worries during Pregnancy; a Letter to Editor.	
32286936		Coronavirus Pandemic Calls for an Immediate Social Work Response.	
32210378		Coronavirus pandemic threatens launch of world's most-expensive telescope.	
32221507		Coronavirus papers: Viral proteins point to potential treatments.	
32205870		Coronavirus puts drug repurposing on the fast track.	
32127714		Coronavirus response: a focus on containment is still apt.	
32246722		Coronavirus SARS-CoV-2: filtering out fact from fiction in the infodemic Q&A with virologist Prof. Urs Greber.	
32005657		Coronavirus shows how UK must act quickly before being shut out of Europe's health protection systems.	
32287786	PMC7131298	Coronavirus spreads.	
32296195		Coronavirus symptoms, research chief quits and Nature's plan to join Plan S.	
32205872		Coronavirus tests: researchers chase new diagnostics to fight the pandemic.	
32216172		Coronavirus uses as binding site in humans angiotensin-converting enzyme 2 functional receptor that is involved in arterial blood pressure control and fibrotic response to damage and is a drug target in cardiovascular disease. Is this just a phylogenetic coincidence?	
32188956		Coronavirus vaccine trial, Mars rover delay and a boost for UK science.	
32203367		Coronavirus vaccines: five key questions as trials begin.	
32291382		Coronavirus Vaccines: Light at the End of the Tunnel.	
32238946		Coronavirus volunteers, bushfire deaths and a telescope delay.	
32270880		Coronavirus-19 Disease (COVID-19) and Decrease in Blood Donation: Experience of Iranian Blood Transfusion Organization (IBTO).	
32243567		Coronavirus-19 in Geriatrics and Long-Term Care: An Update.	
32297402		CORONAVIRUS-DAYS IN DERMATOLOGY.	
32286554		Coronavirus: a veterinary perspective.	
32029435		Coronavirus: doctor who faced backlash from police after warning of outbreak dies.	
32071448		Coronavirus: global solutions to prevent a pandemic.	
32041691		Coronavirus: global stocks of protective gear are depleted, with demand at "100 times" normal level, WHO warns.	
32060015		Coronavirus: home testing pilot launched in London to cut hospital visits and ambulance use.	
32047315		Coronavirus: hospitals must learn from past pandemics.	
32178716	PMC7077011	Coronavirus: just imagine....	
32099120		Coronavirus: limit short-term economic damage.	
32041792		Coronavirus: NHS staff get power to keep patients in isolation as UK declares "serious threat".	
32054601		Coronavirus: online GP bookings should be stopped because of safety risks, warns BMA.	
32279552		Coronavirus: origins, signs, prevention and management of patients.	
32016738	PMC7100724	Coronavirus: Stehen wir am Beginn einer neuen Pandemie?	
32188445	PMC7081539	Coronavirus: the spread of misinformation.	
32184490		Coronavirus: three things all governments and their science advisers must do now.	
31969317		Coronavirus: UK screens direct flights from Wuhan after US case.	
32270371		Coronavirus: Update Related to the Current Outbreak of COVID-19.	
32292686	PMC7139198	Coronavirus: Update Related to the Current Outbreak of COVID-19.	
32079577		Coronavirus: Wales tests 90% of suspected patients in their own home.	
32047312		Coronavirus: why a permanent ban on wildlife trade might not work in China.	
32196933		Coronaviruses and immunosuppressed patients. The facts during the third epidemic.	
32243297		Coronaviruses and SARS-CoV-2: A Brief Overview.	
32293832		Coronaviruses and SARS-CoV-2.	
32065221	PMC7108526	Coronaviruses: a paradigm of new emerging zoonotic diseases.	
32253449	PMC7131986	Correction to: Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China.	
32189010	PMC7087553	Correction to: COVID-19: a novel coronavirus and a novel challenge for critical care.	
32232773		Correction to: Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy.	
32293870		Correction: Immunodominant SARS Coronavirus Epitopes in Humans Elicited Both Enhancing and Neutralizing Effects on Infection in Non-human Primates.	
32297828		Correlation Between Relative Nasopharyngeal Virus RNA Load and Lymphocyte Count Disease Severity in Patients with COVID-19.	
32181483		Correlation between travellers departing from Wuhan before the Spring Festival and subsequent spread of COVID-19 to all provinces in China.	
32298883		Correlation between weather and Covid-19 pandemic in Jakarta, Indonesia.	
32101510		Correlation of Chest CT and RT-PCR Testing in Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.	
32297469		CORRESPONDANCE: Reflections and new developments within the COVID-19 pandemic.	
32278542		Correspondence from Northern Italy about our experience with COVID-19.	
32222346		Corrigendum to "Traditional Chinese medicine for COVID-19 treatment" [Pharmacol. Res. 155 (2020) 104743].	
32274772		Corticosteroid Guidance for Pregnancy during COVID-19 Pandemic.	
32266987		Corticosteroid treatment of patients with coronavirus disease 2019 (COVID-19).	
32301349		Cost-effectiveness of rivaroxaban plus aspirin (dual pathway inhibition) for prevention of ischaemic events in patients with cardiovascular disease: on top optimisation of secondary prevention medication in the context of COVID-19 pandemia.	
32211771		Could chloroquine /hydroxychloroquine be harmful in Coronavirus Disease 2019 (COVID-19) treatment?	
32194236		Could enhanced influenza and pneumococcal vaccination programs help limit the potential damage from SARS-CoV-2 to fragile health systems of southern hemisphere countries this winter?	
32293709		Could HIV infection alter the clinical course of SARS-CoV-2 infection? When less is better.	
32302707		Could IL-17 represent a new therapeutic target for the treatment and/or management of COVID-19-related respiratory syndrome?: This paper is dedicated to Sofia Maione born during COVID-19 outbreak.	
32218340		Could Intravenous Immunoglobulin Collected from Recovered Coronavirus Patients Protect against COVID-19 and Strengthen the Immune System of New Patients?	
32220633		Could Sars-coronavirus-2 trigger autoimmune and/or autoinflammatory mechanisms in genetically predisposed subjects?	
32300070		Counterpoint: Twice-Weekly Hemodialysis Should Be an Approach of Last Resort Even in Times of Dialysis Unit Stress.	
32301478		Counting Coronavirus Disease 2019 (COVID-19) Cases: Case Definitions, Screened Populations and Testing Techniques Matter.	
32193299		Countries test tactics in 'war' against COVID-19.	
32203376		Covert coronavirus infections could be seeding new outbreaks.	
32214268		Covert coronavirus, chaos prize and the cost of contact-tracing.	
32145189		Covert COVID-19 and false-positive dengue serology in Singapore.	
32286673		Covid - 19 and Physical and Rehabilitation Medicine.	
32241630		COVID 19 a challenge for emergency medicine and every health care professional.	
32237212		COVID 19 and the Patient with Obesity - The Editors Speak Out.	
32253143	PMC7141550	COVID 19 in INDIA: Strategies to combat from combination threat of life and livelihood.	
32259155	PMC7117791	Covid 19 pandemic and gynaecological laparoscopic surgery: knowns and unknowns.	
32297846		COVID 19 uncertainty.	
32302964	PMC7151434	COVID 19: Impact of lock-down on mental health and tips to overcome.	
32171882		COVID 19: Will the 2020 Hajj pilgrimage and Tokyo Olympic Games be cancelled?	
32250960		COVID- 19 misinformation on the internet: The other epidemy.	
32282628		COVID-19 - A Guide to Rapid Implementation of Telehealth Services: A Playbook for the Pediatric Gastroenterologist.	
32283324	PMC7151358	COVID-19 - Considerations for the paediatric rheumatologist.	
32233935		COVID-19 - is the ACE2 just a foe?	
32291903		COVID-19 - Looking beyond the immediate concerns.	
32109011		Covid-19 - Navigating the Uncharted.	
32187460		Covid-19 - The Law and Limits of Quarantine.	
32165283	PMC7102534	COVID-19 - the role of mass gatherings.	
32187463		Covid-19 - The Search for Effective Therapy.	
32191830		COVID-19 - what should anaethesiologists and intensivists know about it?	
32275803		COVID-19 , School Closings and Weight Gain.	
32223072		COVID-19 : Face Masks and Human-to-human Transmission.	
32293555		Covid-19 (Coronavirus): Challenges for Psychiatry.	
32196406		COVID-19 (Coronavirus).	
32141569		COVID-19 (Novel Coronavirus 2019) - recent trends.	
32208139		COVID-19 & Beyond: Micro-practices for Burnout Prevention and Emotional Wellness.	
32301805		COVID-19 & the General Surgical Department - Measures to Reduce Spread of SARS-COV-2 Among Surgeons.	
32297847		COVID-19 affects Healthy Pediatricians more than Pediatric Patients.	
32241313		COVID-19 among medical personnel in operation room.	
32293639		COVID-19 and African Americans.	
32208485		COVID-19 and Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers: What Is the Evidence?	
32289116	PMC7129544	COVID-19 and artificial intelligence: protecting health-care workers and curbing the spread.	
32147378		COVID-19 and Blood Safety: Help with a Dilemma.	
32291167	PMC7141439	Covid-19 and cancer patients: Choosing wisely is the key.	
32250659		COVID-19 and Cancer: Lessons From a Pooled Meta-Analysis.	
32265531		COVID-19 and cancer: what we know so far.	
32247518		COVID-19 and Chloroquine/Hydroxychloroquine: is there Ophthalmological Concern?	
