#PMID	PMCID	TITLE	LANGUAGE
32114748		[Precautions in ophthalmic practice in the prevention and control of the novel coronavirus pneumonia epidemic].	
32129581		[Prediction modeling with data fusion and prevention strategy analysis for the COVID-19 outbreak].	
32114744		[Pregnant women with new coronavirus infection: a clinical characteristics and placental pathological analysis of three cases].	
32077440		[Preliminary Recommendations for Lung Surgery during 2019 Novel Coronavirus Disease (COVID-19) Epidemic Period].	
32077660		[Preliminary study of the relationship between novel coronavirus pneumonia and liver function damage: a multicenter study].	
32216248		[Prevention and control of SARS-CoV-2 (Covid-19) coronavirus infection in hemodialysis units].	
32023683		[Prevention and control program on 2019 novel coronavirus infection in Children's digestive endoscopy center].	
32135585		[Prevention and control program on 2019 novel coronavirus infection in children's digestive endoscopy center].	
32234130		[Progress and challenge of vaccine development against 2019 novel coronavirus (2019-nCoV)].	
32160739		[Prone ventilation for novel coronavirus pneumonia: no time to delay].	
32153166		[Provisional guidelines on autopsy practice for deaths associated with COVID-19].	
32086886		[Psychological intervention in oral patients in novel coronavirus pneumonia outbreak period].	
32023687		[Pulmonary rehabilitation guidelines in the principle of 4S for patients infected with 2019 novel coronavirus (2019-nCoV)].	
32223840		[Quick community survey on the impact of COVID-19 outbreak for the healthcare of people living with HIV].	
32051073		[Recommendation for the diagnosis and treatment of novel coronavirus infection in children in Hubei (Trial version 1)].	
32103652		[Recommendation on the modernization of disease control and prevention].	
32224294		[Recommendations CCAFU on the management of cancers of the urogenital system during an epidemic with Coronavirus COVID-19.]	
32057212		[Recommendations for general surgery clinical practice in novel coronavirus pneumonia situation].	
32125127		[Recommendations for respiratory rehabilitation of COVID-19 in adult].	
32035429		[Recommendations for the diagnosis, prevention and control of the 2019 novel coronavirus infection in children (first interim edition)].	
32135584		[Recommendations for the diagnosis, prevention and control of the 2019 novel coronavirus infection in children (first interim edition)].	
32111114		[Recommendations for the regulation of medical practices of burn treatment during the outbreak of the coronavirus disease 2019].	
32035430		[Recommendations on extracorporeal life support for critically ill patients with novel coronavirus pneumonia].	
32239125		[Remdesivir, the antiviral hope against SARS-CoV-2].	
32048501		[Respiratory support for severe 2019-nCoV pneumonia suffering from acute respiratory failure: time and strategy].	
32204754		[Response plan in the neonatal intensive care unit during epidemic of SARS-CoV-2 infection (2nd Edition)].	
32234129		[Rethinking public health education and public health workforce development in China].	
32062875		[Retracted: Clinical and epidemiological characteristics of 34 children with 2019 novel coronavirus infection in Shenzhen].	
32133832		[RETRACTED][Potential false-positive rate among the 'asymptomatic infected individuals' in close contacts of COVID-19 patients]	
32213268		[Risk assessment and early warning of imported COVID-19 in 21 cities, Guangdong province].	
32083409		[Risk assessment of exported risk of novel coronavirus pneumonia from Hubei Province].	
32204755		[SARS-CoV-2 infection with gastrointestinal symptoms as the first manifestation in a neonate].	
32229048		[SARS-CoV-2/COVID 19 Infection and Solid Cancers: Synthesis of Recommendations for Health Professionals].	
32145719		[Screening and management of asymptomatic infection of corona virus disease 2019 (COVID-19)].	
32074719		[Several suggestion of operation for colorectal cancer under the outbreak of Corona Virus Disease 19 in China].	
32192295		[Several suggestions of operation for colorectal cancer under the outbreak of corona virus disease 2019 in China].	
32192296		[Standardized diagnosis and treatment of colorectal cancer during the outbreak of corona virus disease 2019 in Renji hospital].	
32084676		[Standardized diagnosis and treatment of colorectal cancer during the outbreak of novel coronavirus pneumonia in Renji hospital].	
32204750		[Standardized management guideline for pediatric wards of hematology and oncology during the epidemic of coronavirus disease 2019].	
32090534		[Strengthen comprehensive strategies to treat patients with mild novel coronavirus pneumonia].	
32113196		[Study on assessing early epidemiological parameters of coronavirus disease epidemic in China].	
32153168		[Study on issues for stomatological institutions responding to state public health emergencies].	
32035428		[Suggestions for disinfection of ophthalmic examination equipment and protection of ophthalmologist against 2019 novel coronavirus infection].	
32023680		[Suggestions for prevention of 2019 novel coronavirus infection in otolaryngology head and neck surgery medical staff].	
32061202		[Suggestions from ophthalmic experts on eye protection during the novel coronavirus pneumonia epidemic].	
32105052		[Surgical treatment for esophageal cancer during the outbreak of COVID-19].	
32096396		[Surgical treatment strategy for digestive system malignancies during the outbreak of novel coronavirus pneumonia].	
32077664		[Technologies and requirements of protection and disinfection in key places during the novel coronavirus pneumonia (NCP) outbreak].	
32036640		[Ten hot issues of breast cancer under the novel coronavirus].	
32192284		[Ten hot issues on diagnosis and treatment of breast cancer under the outbreak of novel coronavirus pneumonia].	
32215896		[The Covid-19 pandemic and otolaryngology: What it comes down to?]	
32153167		[The differential diagnosis for novel coronavirus pneumonia and similar lung diseases in general hospitals].	
32133833		[The differential diagnosis of pulmonary infiltrates in cancer patients during the outbreak of the 2019 novel coronavirus disease].	
32064853		[The epidemiological characteristics of an outbreak of 2019 novel coronavirus diseases (COVID-19) in China].	
32107911		[The importance of strengthening the ability of fundamental disease prevention and control system from the perspective of the epidemic situation of COVID-19].	
32111113		[The keypoints in treatment of the critical coronavirus disease 2019 patient].	
32087621		[The keypoints in treatment of the critical novel coronavirus pneumonia patient].	
32220179		[The Management of Blood Glucose Should be Emphasized in the Treatment of COVID-19].	
32064854		[The network investigation on knowledge, attitude and practice about Novel coronavirus pneumonia of the residents in Anhui Province].	
32165057		[The novel coronavirus Covid-19: What are the ophthalmic risks?]	
32171194		[The pathological changes and related studies of novel coronavirus infected surgical specimen].	
32145716		[The preliminary analysis on the characteristics of the cluster for the Corona Virus Disease].	
32057210		[The prevention and control of a new coronavirus infection in department of stomatology].	
32096395		[The treatment proposal for the patients with breast diseases in the central epidemic area of 2019 coronavirus disease].	
32234149		[The way to reduce the false negative results of 2019 novel coronavirus nucleic acid detection].	
32072795		"[The way to reduce the""false negative results""of 2019 novel coronavirus nucleic acid detection]."	
32084675		[Thinking of treatment strategies for colorectal cancer patients in tumor hospitals under the background of coronavirus pneumonia].	
32122113		[Thinking on Clinical rational use of TCM injection in the treatment of novel coronavirus pneumonia (COVID-19)].	
32186172		[Thoughts and practice on the treatment of severe and critical new coronavirus pneumonia].	
32100978		[Thoughts and suggestions on modern construction of disease prevention and control system].	
32107909		[Treatment of pancreatic diseases and prevention of infection during outbreak of 2019 coronavirus disease].	
32192294		[Treatment strategies for colorectal cancer patients in tumor hospitals under the background of corona virus disease 2019].	
32108459		[Treatment strategies of Budd-Chiari syndrome during the epidemic period of 2019 coronavirus disease].	
32074786		[Treatment strategy for gastrointestinal tumor under the outbreak of novel coronavirus pneumonia in China].	
32204757		[Twin girls infected with SARS-CoV-2].	
32026672		[Urgent research agenda for the novel coronavirus epidemic: transmission and non-pharmaceutical mitigation strategies].	
32186171		[Using the big data ofinternet to understand coronavirus disease 2019's symptom characteristics: a big data study].	
32098466		"[What are the highlights of ""Diagnosis and treatment of Disease 2019 novel coronavirus infection suitable for Military support Hubei medical team""]."	
32198915		[When COVID-19 encounters interstitial lung disease: challenges and management].	
32166939		[Which sampling method for the upper respiratory tract specimen should be taken to diagnose patient with COVID-19?]	
32241182		2019 CORONAVIRUS: What are the implications for cardiology?	
32013795		2019 Novel Coronavirus (2019-nCoV) Pneumonia.	
32174057		2019 Novel Coronavirus (COVID-19) Pneumonia with Hemoptysis as the Initial Symptom: CT and Clinical Features.	
32217986		2019 Novel Coronavirus and awareness.	
32183357		2019 Novel Coronavirus Disease (COVID-19): Paving the Road for Rapid Detection and Point-of-Care Diagnostics.	
32096611		2019 Novel coronavirus infection and gastrointestinal tract.	
32198708		2019 novel Coronavirus outbreak: a quiz or final exam?	
32072569		2019 Novel coronavirus: where we are and what we know.	
32022836		2019 Novel Coronavirus-Important Information for Clinicians.	
32060933		2019_nCoV/SARS-CoV-2: rapid classification of betacoronaviruses and identification of Traditional Chinese Medicine as potential origin of zoonotic coronaviruses.	
32088679		2019-nCoV (Wuhan virus), a novel Coronavirus: human-to-human transmission, travel-related cases, and vaccine readiness.	
32049463		2019-nCoV : lecons d'incertitudes et de mondialisation.	
32027812		2019-nCoV acute respiratory disease, Australia: Epidemiology Report 1 (Reporting week 26 January - 1 February 2020).	
